id,formula,elements,family,family_reason,metal_sub_family,metal_supplier,alloy_validation,batch_size_g,max_workshop_g,scale_limit_reason,ingredients,firing_schedule,estimated_cost_eur,confidence,confidence_reason,warnings,safety_flags,db_temp_c,crystal_system,space_group,bandgap_ev
La8Si16Sm4Tb8,La8Si16Sm4Tb8,"{""La"": 8, ""Si"": 16, ""Sm"": 4, ""Tb"": 8}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""La"", ""precursor"": ""La"", ""name"": ""lanthanum metal"", ""mass_g"": 64.7, ""safety"": ""MODERATE"", ""supplier"": """"}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 26.2, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Sm"", ""precursor"": ""Sm"", ""name"": ""samarium metal"", ""mass_g"": 35.0, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 74.1, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.21,MEDIUM,"4 elements, 2 rare; template applicable",[],La: MODERATE — ; Sm: DANGEROUS — expensive; Tb: DANGEROUS — EXTREME COST,1200,triclinic,P1,0.0005
Cd1Nb9Se16,Cd1Nb9Se16,,excluded_toxic,toxic element in metallic context,,,,,,,,,,EXCLUDED,,,,,,,
P2Sn6Tm4Y6,P2Sn6Tm4Y6,"{""P"": 2, ""Sn"": 6, ""Tm"": 4, ""Y"": 6}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 40.0, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 71.8, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 68.1, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Y"", ""precursor"": ""Y"", ""name"": ""yttrium metal"", ""mass_g"": 53.8, ""safety"": ""MODERATE"", ""supplier"": """"}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",8.65,MEDIUM,"4 elements, 1 rare; template applicable",[],Tm: DANGEROUS — expensive; Y: MODERATE — ,1200,hexagonal,P6_3/mcm,
Ba3O9Tm3Y1,Ba3O9Tm3Y1,"{""Ba"": 3, ""O"": 9, ""Tm"": 3, ""Y"": 1}",rare_earth_oxide,rare-earth-containing oxide ceramic,,,,100,300,rare-earth cost; keep batches small,"[{""element"": ""Ba"", ""precursor"": ""BaCO3"", ""name"": ""barium carbonate"", ""mass_g"": 51.4, ""safety"": ""DANGEROUS"", ""supplier"": ""laborladen €4.90/500g; TOXIC, N95 required""}, {""element"": ""Tm"", ""precursor"": ""Tm2O3"", ""name"": ""thulium oxide"", ""mass_g"": 50.3, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Y"", ""precursor"": ""Y2O3"", ""name"": ""yttrium oxide"", ""mass_g"": 9.8, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich ~€10-30/kg""}]","{""calcine_c"": 900, ""calcine_h"": 2, ""sinter_c"": 1200, ""sinter_range_c"": [1100, 1300], ""sinter_h"": 4, ""ramp"": ""3°C/min""}",101.41,MEDIUM,"4 elements, 1 rare; template applicable",[],"BaCO3: DANGEROUS — laborladen €4.90/500g; TOXIC, N95 required; Tm2O3: MODERATE — Sigma-Aldrich; Y2O3: MODERATE — Sigma-Aldrich ~€10-30/kg",800,trigonal,R3,
Ba3La1O24Sr4Ti8,Ba3La1O24Sr4Ti8,"{""Ba"": 3, ""La"": 1, ""O"": 24, ""Sr"": 4, ""Ti"": 8}",unknown,no matching family,,,,200,500,conservative default for unknown family,"[{""element"": ""Ba"", ""precursor"": ""BaCO3"", ""name"": ""barium carbonate"", ""mass_g"": 71.0, ""safety"": ""DANGEROUS"", ""supplier"": ""laborladen €4.90/500g; TOXIC, N95 required""}, {""element"": ""La"", ""precursor"": ""La2O3"", ""name"": ""lanthanum oxide"", ""mass_g"": 19.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich""}, {""element"": ""Sr"", ""precursor"": ""SrCO3"", ""name"": ""strontium carbonate"", ""mass_g"": 70.8, ""safety"": ""SAFE"", ""supplier"": ""Keramik-Kraft""}, {""element"": ""Ti"", ""precursor"": ""TiO2"", ""name"": ""titanium dioxide (rutile)"", ""mass_g"": 76.6, ""safety"": ""SAFE"", ""supplier"": ""Kremer, Carl Roth""}]","{""peak_c"": null, ""why"": ""no template""}",3.97,LOW,no family matched,[],"BaCO3: DANGEROUS — laborladen €4.90/500g; TOXIC, N95 required; La2O3: MODERATE — Sigma-Aldrich",1200,tetragonal,P4/mmm,0.0066
Ni16P12Pr6Sc2,Ni16P12Pr6Sc2,"{""Ni"": 16, ""P"": 12, ""Pr"": 6, ""Sc"": 2}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 83.6, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 212.1, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Pr"", ""precursor"": ""Pr"", ""name"": ""praseodymium metal"", ""mass_g"": 75.3, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Sc"", ""precursor"": ""Sc"", ""name"": ""scandium metal"", ""mass_g"": 8.0, ""safety"": ""DANGEROUS"", ""supplier"": ""extremely expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.47,MEDIUM,"4 elements, 2 rare; template applicable",[],"Ni: DANGEROUS — IARC Group 1, N95; Pr: MODERATE — expensive; Sc: DANGEROUS — extremely expensive",1200,orthorhombic,Pmmn,
Fe6Mn11P12Tb4Ti3,Fe6Mn11P12Tb4Ti3,"{""Fe"": 6, ""Mn"": 11, ""P"": 12, ""Tb"": 4, ""Ti"": 3}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 32.1, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Mn"", ""precursor"": ""Mn"", ""name"": ""manganese flakes"", ""mass_g"": 57.8, ""safety"": ""MODERATE"", ""supplier"": ""neurotoxic dust, N95""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 227.9, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 60.8, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}, {""element"": ""Ti"", ""precursor"": ""Ti"", ""name"": ""titanium powder"", ""mass_g"": 13.7, ""safety"": ""MODERATE"", ""supplier"": ""dust flammable""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",7.34,MEDIUM,"5 elements, 1 rare; template applicable",[],"Fe: MODERATE — metal supplier; dust N95; Mn: MODERATE — neurotoxic dust, N95; Tb: DANGEROUS — EXTREME COST; Ti: MODERATE — dust flammable",1200,monoclinic,Pm,inf
Bi2Ce2Co2Sb2,Bi2Ce2Co2Sb2,"{""Bi"": 2, ""Ce"": 2, ""Co"": 2, ""Sb"": 2}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Bi"", ""precursor"": ""Bi"", ""name"": ""bismuth metal"", ""mass_g"": 78.9, ""safety"": ""SAFE"", ""supplier"": ""low-temp alloy use""}, {""element"": ""Ce"", ""precursor"": ""Ce"", ""name"": ""cerium metal"", ""mass_g"": 52.9, ""safety"": ""MODERATE"", ""supplier"": ""pyrophoric""}, {""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 22.2, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",6.12,MEDIUM,standard template applied,no precursor data for element Sb,"Ce: MODERATE — pyrophoric; Co: MODERATE — IARC 2B, N95",1000,tetragonal,P4/nmm,0.0011
Cu2K1Sb2Tb1,Cu2K1Sb2Tb1,"{""Cu"": 2, ""K"": 1, ""Sb"": 2, ""Tb"": 1}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Cu"", ""precursor"": ""Cu"", ""name"": ""copper shot/powder"", ""mass_g"": 44.7, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""K"", ""precursor"": ""K2CO3"", ""name"": ""potassium carbonate (NEVER elemental K)"", ""mass_g"": 24.3, ""safety"": ""SAFE"", ""supplier"": ""laborladen; NEVER use K metal (explosive with water)""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 55.9, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",4.4,MEDIUM,"4 elements, 1 rare; template applicable",no precursor data for element Sb,Tb: DANGEROUS — EXTREME COST,1200,trigonal,P-3m1,0.0297
La6Nd8Ni6,La6Nd8Ni6,"{""La"": 6, ""Nd"": 8, ""Ni"": 6}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""La"", ""precursor"": ""La"", ""name"": ""lanthanum metal"", ""mass_g"": 71.2, ""safety"": ""MODERATE"", ""supplier"": """"}, {""element"": ""Nd"", ""precursor"": ""Nd"", ""name"": ""neodymium metal"", ""mass_g"": 98.6, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 30.1, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.0,MEDIUM,"3 elements, 1 rare; template applicable",[],"La: MODERATE — ; Nd: MODERATE — expensive; Ni: DANGEROUS — IARC Group 1, N95",1200,monoclinic,Cm,0.0024
In6Ni20P6Sn4,In6Ni20P6Sn4,"{""In"": 6, ""Ni"": 20, ""P"": 6, ""Sn"": 4}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""In"", ""precursor"": ""In"", ""name"": ""indium metal"", ""mass_g"": 54.6, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 93.0, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 94.4, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}, {""element"": ""Sn"", ""precursor"": ""Sn"", ""name"": ""tin ingot"", ""mass_g"": 37.6, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",9.45,MEDIUM,"4 elements, 1 rare; template applicable",[],"In: DANGEROUS — expensive; Ni: DANGEROUS — IARC Group 1, N95",300,triclinic,P-1,0.0041
B4Co9Si2Tm3,B4Co9Si2Tm3,"{""B"": 4, ""Co"": 9, ""Si"": 2, ""Tm"": 3}",metal_pm_only,"Fe/Ni/Co-dominant, needs PM sintering (mp > kiln)",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""B"", ""precursor"": ""B"", ""name"": ""boron powder"", ""mass_g"": 7.6, ""safety"": ""SAFE"", ""supplier"": """"}, {""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 93.3, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 9.9, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tm"", ""precursor"": ""Tm"", ""name"": ""thulium metal"", ""mass_g"": 89.2, ""safety"": ""DANGEROUS"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",10.08,MEDIUM,"4 elements, 1 rare; template applicable",[],"Co: MODERATE — IARC 2B, N95; Tm: DANGEROUS — expensive",1500,hexagonal,P6/mmm,0.0026
Na3Pr5Te8,Na3Pr5Te8,"{""Na"": 3, ""Pr"": 5, ""Te"": 8}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Na"", ""precursor"": ""Na2CO3"", ""name"": ""sodium carbonate (NEVER elemental Na)"", ""mass_g"": 17.7, ""safety"": ""SAFE"", ""supplier"": ""supermarket; NEVER use Na metal (explosive with water)""}, {""element"": ""Pr"", ""precursor"": ""Pr"", ""name"": ""praseodymium metal"", ""mass_g"": 78.5, ""safety"": ""MODERATE"", ""supplier"": ""expensive""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",3.96,MEDIUM,"3 elements, 1 rare; template applicable",no precursor data for element Te,Pr: MODERATE — expensive,800,trigonal,R-3m,0.0012
O13Pb4W3Y1,O13Pb4W3Y1,"{""O"": 13, ""Pb"": 4, ""W"": 3, ""Y"": 1}",heavy_oxide_ceramic,heavy-element oxide ceramic,,,,200,500,WO3 volatility; dense ceramic heavy at scale,"[{""element"": ""Pb"", ""precursor"": ""PbO"", ""name"": ""lead(II) oxide (litharge)"", ""mass_g"": 106.5, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; use only in enclosed glaze studio; NOT for food surfaces""}, {""element"": ""W"", ""precursor"": ""WO3"", ""name"": ""tungsten trioxide (yellow)"", ""mass_g"": 82.9, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich €40/100g; tungsten dust""}, {""element"": ""Y"", ""precursor"": ""Y2O3"", ""name"": ""yttrium oxide"", ""mass_g"": 13.5, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich ~€10-30/kg""}]","{""calcine_c"": 900, ""calcine_h"": 4, ""sinter_c"": 1250, ""sinter_range_c"": [1100, 1400], ""sinter_h"": 4, ""ramp_to_sinter"": ""3°C/min"", ""cool_rate"": ""3°C/min"", ""moo3_saggar_note"": ""MoO3 sublimes from ~650°C (vapor pressure significant); near-complete loss by 800°C. Closed alumina saggar with fiber gasket MANDATORY above 600°C."", ""wo3_saggar_note"": ""WO3 measurable vapor at 900°C; significant mass loss above 1000°C. Saggar recommended."", ""bi2o3_flux_opportunity"": ""Bi2O3 melts at 825°C and acts as powerful liquid-phase sintering aid. 1-5 wt% Bi2O3 lowers ZrO2 sintering from 1400-1500°C to ~900°C — enables heavy oxide ceramics in standard ABK kiln."", ""zro2_transformation_hazard"": ""ZrO2 monoclinic↔tetragonal transformation at ~1170°C causes 3.5% volume change. Pure ZrO2 cracks on cooling — must be stabilized (3 mol% Y2O3) OR use Bi2O3 liquid-phase sintering route below 1170°C."", ""why"": ""heavy-element oxides need longer holds; volatility-critical species (Mo, W, Bi) require saggar above 650°C""}",38.89,MEDIUM,standard template applied,[],PbO: DANGEROUS — toxic; use only in enclosed glaze studio; NOT for food surfaces; WO3: MODERATE — Sigma-Aldrich €40/100g; tungsten dust; Y2O3: MODERATE — Sigma-Aldrich ~€10-30/kg,1200,trigonal,R3m,
Fe7Ni13P13Zr6,Fe7Ni13P13Zr6,"{""Fe"": 7, ""Ni"": 13, ""P"": 13, ""Zr"": 6}",metal_pm_only,"metallic composition, PM approach",,,UNKNOWN,200,500,die press size; larger compacts crack,"[{""element"": ""Fe"", ""precursor"": ""Fe"", ""name"": ""iron powder -325 mesh"", ""mass_g"": 37.2, ""safety"": ""MODERATE"", ""supplier"": ""metal supplier; dust N95""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 72.5, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""P"", ""precursor"": ""Fe3P"", ""name"": ""ferrophosphorus (liquid-phase sintering aid)"", ""mass_g"": 245.3, ""safety"": ""SAFE"", ""supplier"": ""never use elemental P — flammable""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",6.45,MEDIUM,standard template applied,no precursor data for element Zr,"Fe: MODERATE — metal supplier; dust N95; Ni: DANGEROUS — IARC Group 1, N95",1200,monoclinic,Pm,inf
Al19Ca1Ru4Si1Tb1,Al19Ca1Ru4Si1Tb1,"{""Al"": 19, ""Ca"": 1, ""Ru"": 4, ""Si"": 1, ""Tb"": 1}",metal_pm_only,"metallic composition, PM approach",generic_aluminum_alloy,commercial Al ingot,BORDERLINE,200,500,die press size; larger compacts crack,"[{""element"": ""Al"", ""precursor"": ""Al"", ""name"": ""aluminum powder"", ""mass_g"": 90.0, ""safety"": ""MODERATE"", ""supplier"": ""dust explosion hazard, no open flame""}, {""element"": ""Ca"", ""precursor"": ""Ca"", ""name"": ""calcium granules"", ""mass_g"": 7.0, ""safety"": ""MODERATE"", ""supplier"": ""reacts with water""}, {""element"": ""Si"", ""precursor"": ""Si"", ""name"": ""silicon granules"", ""mass_g"": 4.9, ""safety"": ""SAFE"", ""supplier"": ""metal supplier""}, {""element"": ""Tb"", ""precursor"": ""Tb"", ""name"": ""terbium metal"", ""mass_g"": 27.9, ""safety"": ""DANGEROUS"", ""supplier"": ""EXTREME COST""}]","{""binder_burnout_c"": 600, ""binder_burnout_h"": 1, ""sinter_c"": 1100, ""sinter_range_c"": [1050, 1200], ""sinter_h"": 1, ""atmosphere"": ""reducing (graphite in saggar)"", ""why"": ""powder metallurgy with Fe3P liquid-phase aid""}",2.56,MEDIUM,"5 elements, 1 rare; template applicable",no precursor data for element Ru,"Al: MODERATE — dust explosion hazard, no open flame; Ca: MODERATE — reacts with water; Tb: DANGEROUS — EXTREME COST",950,monoclinic,Pm,0.008
K2O12W4,K2O12W4,"{""K"": 2, ""O"": 12, ""W"": 4}",heavy_oxide_ceramic,heavy-element oxide ceramic,,,,200,500,WO3 volatility; dense ceramic heavy at scale,"[{""element"": ""K"", ""precursor"": ""K2CO3"", ""name"": ""potassium carbonate / potash"", ""mass_g"": 27.5, ""safety"": ""SAFE"", ""supplier"": ""laborladen €10.90/kg""}, {""element"": ""W"", ""precursor"": ""WO3"", ""name"": ""tungsten trioxide (yellow)"", ""mass_g"": 184.4, ""safety"": ""MODERATE"", ""supplier"": ""Sigma-Aldrich €40/100g; tungsten dust""}]","{""calcine_c"": 900, ""calcine_h"": 4, ""sinter_c"": 1250, ""sinter_range_c"": [1100, 1400], ""sinter_h"": 4, ""ramp_to_sinter"": ""3°C/min"", ""cool_rate"": ""3°C/min"", ""moo3_saggar_note"": ""MoO3 sublimes from ~650°C (vapor pressure significant); near-complete loss by 800°C. Closed alumina saggar with fiber gasket MANDATORY above 600°C."", ""wo3_saggar_note"": ""WO3 measurable vapor at 900°C; significant mass loss above 1000°C. Saggar recommended."", ""bi2o3_flux_opportunity"": ""Bi2O3 melts at 825°C and acts as powerful liquid-phase sintering aid. 1-5 wt% Bi2O3 lowers ZrO2 sintering from 1400-1500°C to ~900°C — enables heavy oxide ceramics in standard ABK kiln."", ""zro2_transformation_hazard"": ""ZrO2 monoclinic↔tetragonal transformation at ~1170°C causes 3.5% volume change. Pure ZrO2 cracks on cooling — must be stabilized (3 mol% Y2O3) OR use Bi2O3 liquid-phase sintering route below 1170°C."", ""why"": ""heavy-element oxides need longer holds; volatility-critical species (Mo, W, Bi) require saggar above 650°C""}",74.06,MEDIUM,standard template applied,[],WO3: MODERATE — Sigma-Aldrich €40/100g; tungsten dust,200,orthorhombic,Ima2,1.7351
Co1Ni1Pb4Ti8,Co1Ni1Pb4Ti8,"{""Co"": 1, ""Ni"": 1, ""Pb"": 4, ""Ti"": 8}",metal_meltable,low-melting Sn/Bi/Pb alloy,low_melt_fusible,RotoMetals fusible alloy,IN_RANGE: stove-top melt feasible,500,5000,ABK foundry handles 2-5kg pours; industry higher,"[{""element"": ""Co"", ""precursor"": ""Co"", ""name"": ""cobalt powder"", ""mass_g"": 22.2, ""safety"": ""MODERATE"", ""supplier"": ""IARC 2B, N95""}, {""element"": ""Ni"", ""precursor"": ""Ni"", ""name"": ""nickel shot/powder"", ""mass_g"": 22.1, ""safety"": ""DANGEROUS"", ""supplier"": ""IARC Group 1, N95""}, {""element"": ""Pb"", ""precursor"": ""Pb"", ""name"": ""lead metal"", ""mass_g"": 311.7, ""safety"": ""DANGEROUS"", ""supplier"": ""toxic; historical solder alloys""}, {""element"": ""Ti"", ""precursor"": ""Ti"", ""name"": ""titanium powder"", ""mass_g"": 144.0, ""safety"": ""MODERATE"", ""supplier"": ""dust flammable""}]","{""melt_c_range_cu"": [971, 1100], ""melt_c_range_al"": [660, 800], ""pour_c"": ""liquidus + 100°C"", ""why"": ""lost-wax or sand casting""}",11.09,HIGH,common composition + well-established family template,[],"Co: MODERATE — IARC 2B, N95; Ni: DANGEROUS — IARC Group 1, N95; Pb: DANGEROUS — toxic; historical solder alloys; Ti: MODERATE — dust flammable",1200,tetragonal,I422,0.0002
